api_version,time_stamp,data_time_stamp,sensor_index,last_modified,date_created,last_seen,private,is_owner,name,icon,location_type,model,hardware,led_brightness,firmware_version,rssi,uptime,pa_latency,memory,position_rating,latitude,longitude,altitude,channel_state,channel_flags,channel_flags_manual,channel_flags_auto,confidence,confidence_auto,confidence_manual,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,voc,voc_b,analog_input,pm1.0,pm1.0_a,pm1.0_b,pm1.0_atm,pm1.0_cf_1,pm2.5,pm2.5_a,pm2.5_b,pm2.5_atm,pm2.5_cf_1,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,pm10.0,pm10.0_a,pm10.0_b,pm10.0_atm,pm10.0_cf_1,scattering_coefficient,scattering_coefficient_a,scattering_coefficient_b,deciviews,deciviews_a,deciviews_b,visual_range,visual_range_a,visual_range_b,0.3_um_count,0.3_um_count_a,0.3_um_count_b,0.5_um_count,0.5_um_count_a,0.5_um_count_b,1.0_um_count,1.0_um_count_a,1.0_um_count_b,2.5_um_count,2.5_um_count_a,2.5_um_count_b,5.0_um_count,5.0_um_count_a,5.0_um_count_b,10.0_um_count,10.0_um_count_a,10.0_um_count_b,pm1.0_atm_a,pm2.5_atm_a,pm10.0_atm_a,pm1.0_cf_1_a,pm2.5_cf_1_a,pm10.0_cf_1_a,pm1.0_atm_b,pm2.5_atm_b,pm10.0_atm_b,pm1.0_cf_1_b,pm2.5_cf_1_b,pm10.0_cf_1_b,primary_id_a,primary_key_a,primary_id_b,primary_key_b,secondary_id_a,secondary_key_a,secondary_id_b,secondary_key_b,pm2.5,pm2.5_10minute,pm2.5_30minute,pm2.5_60minute,pm2.5_6hour,pm2.5_24hour,pm2.5_1week,time_stamp,pm2.5,pm2.5_10minute,pm2.5_30minute,pm2.5_60minute,pm2.5_6hour,pm2.5_24hour,pm2.5_1week,time_stamp,pm2.5,pm2.5_10minute,pm2.5_30minute,pm2.5_60minute,pm2.5_6hour,pm2.5_24hour,pm2.5_1week,time_stamp
V1.0.11-0.0.27,07-13-2022 09:30:11,07-13-2022 09:29:29,151708,07-12-2022 14:18:17,06-29-2022 08:29:43,07-13-2022 09:28:23,0,0,NH1,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+BME680+PMSX003-B+PMSX003-A,35,7.00,-75,2896,304,15072,5,43.192066,-71.54151,288,3,0,0,0,100,100,100,62,63,61,78,78,79,1001.64,1001.33,1001.94,26.2,26.24,0.0,1.4,1.4,1.3,1.4,1.4,5.0,5.6,4.5,5.0,5.0,2.9,3.2,2.7,5.2,5.8,4.5,5.2,5.2,None,None,None,None,None,None,None,None,None,397,425,369,337,341,334,18,21,15,0,0,0,0,0,0,0,0,0,1.44,5.62,5.85,1.44,5.62,5.85,1.33,4.46,4.48,1.33,4.46,4.48,1784473,RECLPTF41NFVAGZS,1784475,F5P8XN29WYFV4N87,1784474,SX1Z89WJKRZTSAKK,1784476,7LDKL9Q9YP56VMU9,5.0,5.5,6.4,7.1,8.0,5.0,1.0,07-13-2022 09:30:11,5.0,5.5,6.4,7.1,8.0,5.0,1.0,07-13-2022 09:30:11,5.0,5.5,6.4,7.1,8.0,5.0,1.0,07-13-2022 09:30:11
V1.0.11-0.0.27,07-13-2022 09:30:12,07-13-2022 09:29:29,143456,05-07-2022 10:46:33,01-25-2022 17:50:55,07-13-2022 09:27:34,0,0,Junder22,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,35,7.00,-76,32539,291,15672,5,43.08963,-71.50244,619,3,0,0,0,100,100,100,58,58,None,80,80,None,990.78,990.78,None,None,None,0.01,5.9,6.4,5.4,5.9,5.9,7.4,7.7,7.1,7.4,7.4,4.6,4.7,4.5,7.5,7.9,7.2,7.5,7.5,18.6,20.8,16.4,11.7,12.5,10.9,121.3,111.4,131.2,1242,1389,1096,341,375,307,34,31,38,1,1,1,0,0,0,0,0,0,6.4,7.74,7.92,6.4,7.74,7.92,5.43,7.06,7.15,5.43,7.06,7.15,1640321,DUQ1DHALIEN6DQPZ,1640325,6S4L2IFWG5GLNKG5,1640323,SJBIKJUCN4Z46AL6,1640326,GEK1ZZUK8JCHMIDW,7.4,7.6,8.2,8.9,10.4,8.1,5.8,07-13-2022 09:30:12,7.4,7.6,8.2,8.9,10.4,8.1,5.8,07-13-2022 09:30:12,7.4,7.6,8.2,8.9,10.4,8.1,5.8,07-13-2022 09:30:12
V1.0.11-0.0.27,07-13-2022 09:30:12,07-13-2022 09:29:29,151702,07-08-2022 11:10:02,06-29-2022 08:29:07,07-13-2022 09:27:43,0,0,NHDES_katerr,0,0,PA-II-SD,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,35,7.00,-75,7176,225,15184,0,43.11861,-71.61618,885,3,0,0,0,100,100,100,44,44,None,86,86,None,980.31,980.31,None,None,None,0.01,4.4,4.5,4.3,4.4,4.4,6.4,6.9,5.9,6.4,6.4,5.0,5.0,4.9,6.7,7.2,6.2,6.7,6.7,18.1,18.2,17.9,11.5,11.6,11.5,123.1,122.4,123.8,1204,1214,1195,319,325,313,44,45,43,1,2,1,0,0,0,0,0,0,4.51,6.86,7.22,4.51,6.86,7.22,4.26,5.88,6.16,4.26,5.88,6.16,1784461,A0IJ036DV9SKCFLE,1784463,71A9CZ5UJ4YGTUQ2,1784462,E3XRJRWK9NZW79YP,1784464,NDDV7IN0FIAG3DCJ,6.4,7.0,8.0,8.8,10.2,8.1,2.2,07-13-2022 09:30:12,6.4,7.0,8.0,8.8,10.2,8.1,2.2,07-13-2022 09:30:12,6.4,7.0,8.0,8.8,10.2,8.1,2.2,07-13-2022 09:30:12
V1.0.11-0.0.27,07-13-2022 09:30:13,07-13-2022 09:29:29,151700,07-11-2022 09:59:26,06-29-2022 08:28:56,07-13-2022 09:28:02,0,0,"12 Noyes Street, Concord, NH",0,0,PA-II-SD,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,35,7.00,-71,2862,266,15184,5,43.19211,-71.54146,286,3,0,0,0,100,100,100,61,61,None,77,77,None,1001.16,1001.16,None,None,None,0.01,5.7,6.4,4.9,5.7,5.7,8.2,8.7,7.8,8.2,8.2,5.4,5.5,5.3,8.5,8.8,8.1,8.5,8.5,19.9,20.9,18.8,12.2,12.6,11.8,115.4,111.0,119.9,1324,1396,1252,372,401,344,47,47,48,3,4,3,0,0,0,0,0,0,6.41,8.71,8.82,6.41,8.71,8.82,4.92,7.75,8.12,4.92,7.75,8.12,1784457,PB81KISBP3EXW7K9,1784459,YZIRVQBCBJ133NTL,1784458,9LG3IVPJL6DTYT6P,1784460,0R1GJAA1UYAHT6R9,8.2,8.8,9.8,10.6,11.1,6.9,1.4,07-13-2022 09:30:13,8.2,8.8,9.8,10.6,11.1,6.9,1.4,07-13-2022 09:30:13,8.2,8.8,9.8,10.6,11.1,6.9,1.4,07-13-2022 09:30:13
V1.0.11-0.0.27,07-13-2022 09:40:12,07-13-2022 09:39:35,151708,07-12-2022 14:18:17,06-29-2022 08:29:43,07-13-2022 09:38:23,0,0,NH1,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+BME680+PMSX003-B+PMSX003-A,35,7.00,-79,2906,310,15072,5,43.192066,-71.54151,288,3,0,0,0,100,100,100,61,62,60,79,79,80,1001.62,1001.3,1001.94,26.1,26.14,0.0,2.1,2.1,2.1,2.1,2.1,4.6,4.5,4.6,4.6,4.6,2.5,2.3,2.7,4.9,4.7,5.0,4.9,4.9,None,None,None,None,None,None,None,None,None,377,411,344,327,330,325,11,7,16,0,0,0,0,0,0,0,0,0,2.13,4.54,4.72,2.13,4.54,4.72,2.06,4.62,5.04,2.06,4.62,5.04,1784473,RECLPTF41NFVAGZS,1784475,F5P8XN29WYFV4N87,1784474,SX1Z89WJKRZTSAKK,1784476,7LDKL9Q9YP56VMU9,4.6,5.0,6.0,6.9,7.9,5.0,1.0,07-13-2022 09:40:12,4.6,5.0,6.0,6.9,7.9,5.0,1.0,07-13-2022 09:40:12,4.6,5.0,6.0,6.9,7.9,5.0,1.0,07-13-2022 09:40:12
V1.0.11-0.0.27,07-13-2022 09:40:12,07-13-2022 09:39:35,143456,05-07-2022 10:46:33,01-25-2022 17:50:55,07-13-2022 09:35:34,0,0,Junder22,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,35,7.00,-75,32547,280,15504,5,43.08963,-71.50244,619,3,0,0,0,100,100,100,56,56,None,81,81,None,990.88,990.88,None,None,None,0.01,5.2,5.4,5.0,5.2,5.2,7.0,7.4,6.6,7.0,7.0,4.4,4.7,4.2,7.2,7.8,6.6,7.2,7.2,16.0,16.8,15.1,10.7,11.0,10.3,133.9,129.2,138.6,1064,1121,1008,295,302,288,39,43,35,2,3,1,0,0,0,0,0,0,5.4,7.44,7.85,5.4,7.44,7.85,4.96,6.65,6.65,4.96,6.65,6.65,1640321,DUQ1DHALIEN6DQPZ,1640325,6S4L2IFWG5GLNKG5,1640323,SJBIKJUCN4Z46AL6,1640326,GEK1ZZUK8JCHMIDW,7.0,7.4,8.1,8.8,10.3,8.1,5.8,07-13-2022 09:40:12,7.0,7.4,8.1,8.8,10.3,8.1,5.8,07-13-2022 09:40:12,7.0,7.4,8.1,8.8,10.3,8.1,5.8,07-13-2022 09:40:12
V1.0.11-0.0.27,07-13-2022 09:40:12,07-13-2022 09:39:35,151702,07-08-2022 11:10:02,06-29-2022 08:29:07,07-13-2022 09:37:43,0,0,NHDES_katerr,0,0,PA-II-SD,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,35,7.00,-77,7186,226,15184,0,43.11861,-71.61618,885,3,0,0,0,100,100,100,42,42,None,88,88,None,980.41,980.41,None,None,None,0.01,4.4,4.5,4.4,4.4,4.4,6.3,6.5,6.1,6.3,6.3,4.8,5.0,4.6,6.5,6.8,6.2,6.5,6.5,17.1,17.2,17.0,11.2,11.2,11.1,127.8,127.2,128.5,1139,1148,1131,307,314,301,42,45,40,1,1,2,0,0,0,0,0,0,4.51,6.51,6.75,4.51,6.51,6.75,4.38,6.07,6.23,4.38,6.07,6.23,1784461,A0IJ036DV9SKCFLE,1784463,71A9CZ5UJ4YGTUQ2,1784462,E3XRJRWK9NZW79YP,1784464,NDDV7IN0FIAG3DCJ,6.3,6.8,7.8,8.6,10.2,8.1,2.2,07-13-2022 09:40:12,6.3,6.8,7.8,8.6,10.2,8.1,2.2,07-13-2022 09:40:12,6.3,6.8,7.8,8.6,10.2,8.1,2.2,07-13-2022 09:40:12
V1.0.11-0.0.27,07-13-2022 09:40:13,07-13-2022 09:39:35,151700,07-11-2022 09:59:26,06-29-2022 08:28:56,07-13-2022 09:38:02,0,0,"12 Noyes Street, Concord, NH",0,0,PA-II-SD,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,35,7.00,-67,2872,264,15184,5,43.19211,-71.54146,286,3,0,0,0,100,100,100,60,60,None,78,78,None,1001.12,1001.12,None,None,None,0.01,5.1,5.2,5.1,5.1,5.1,7.5,7.1,8.0,7.5,7.5,5.3,4.9,5.7,7.9,7.4,8.3,7.9,7.9,19.5,19.4,19.6,12.1,12.0,12.1,116.6,117.0,116.2,1302,1296,1309,360,361,359,46,39,53,2,2,2,0,0,0,0,0,0,5.19,7.09,7.42,5.19,7.09,7.42,5.07,7.95,8.29,5.07,7.95,8.29,1784457,PB81KISBP3EXW7K9,1784459,YZIRVQBCBJ133NTL,1784458,9LG3IVPJL6DTYT6P,1784460,0R1GJAA1UYAHT6R9,7.5,8.4,9.5,10.4,11.0,6.9,1.4,07-13-2022 09:40:13,7.5,8.4,9.5,10.4,11.0,6.9,1.4,07-13-2022 09:40:13,7.5,8.4,9.5,10.4,11.0,6.9,1.4,07-13-2022 09:40:13
V1.0.11-0.0.27,07-13-2022 09:50:12,07-13-2022 09:49:39,151708,07-12-2022 14:18:17,06-29-2022 08:29:43,07-13-2022 09:48:23,0,0,NH1,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+BME680+PMSX003-B+PMSX003-A,35,7.00,-75,2916,298,15072,5,43.192066,-71.54151,288,3,0,0,0,100,100,100,60,61,60,79,79,80,1001.66,1001.35,1001.97,26.3,26.32,0.0,2.1,2.1,2.1,2.1,2.1,4.4,4.0,4.8,4.4,4.4,2.8,2.9,2.7,4.5,4.1,4.9,4.5,4.5,None,None,None,None,None,None,None,None,None,353,387,319,300,310,291,18,19,18,0,0,0,0,0,0,0,0,0,2.11,4.0,4.09,2.11,4.0,4.09,2.13,4.85,4.93,2.13,4.85,4.93,1784473,RECLPTF41NFVAGZS,1784475,F5P8XN29WYFV4N87,1784474,SX1Z89WJKRZTSAKK,1784476,7LDKL9Q9YP56VMU9,4.4,4.7,5.8,6.6,7.9,5.0,1.0,07-13-2022 09:50:12,4.4,4.7,5.8,6.6,7.9,5.0,1.0,07-13-2022 09:50:12,4.4,4.7,5.8,6.6,7.9,5.0,1.0,07-13-2022 09:50:12
V1.0.11-0.0.27,07-13-2022 09:50:12,07-13-2022 09:49:39,143456,05-07-2022 10:46:33,01-25-2022 17:50:55,07-13-2022 09:49:35,0,0,Junder22,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,35,7.00,-74,32561,1065,15840,5,43.08963,-71.50244,619,3,0,0,0,100,100,100,54,54,None,81,81,None,990.8,990.8,None,None,None,0.01,5.1,5.2,5.1,5.1,5.1,6.5,6.2,6.9,6.5,6.5,4.5,4.2,4.7,6.6,6.4,6.9,6.6,6.6,15.8,16.6,15.0,10.6,10.9,10.3,134.8,130.5,139.1,1053,1105,1002,291,295,287,39,33,45,0,0,1,0,0,0,0,0,0,5.18,6.16,6.4,5.18,6.16,6.4,5.1,6.9,6.9,5.1,6.9,6.9,1640321,DUQ1DHALIEN6DQPZ,1640325,6S4L2IFWG5GLNKG5,1640323,SJBIKJUCN4Z46AL6,1640326,GEK1ZZUK8JCHMIDW,6.5,7.2,7.9,8.6,10.2,8.1,5.8,07-13-2022 09:50:12,6.5,7.2,7.9,8.6,10.2,8.1,5.8,07-13-2022 09:50:12,6.5,7.2,7.9,8.6,10.2,8.1,5.8,07-13-2022 09:50:12
V1.0.11-0.0.27,07-13-2022 09:50:12,07-13-2022 09:49:39,151702,07-08-2022 11:10:02,06-29-2022 08:29:07,07-13-2022 09:47:43,0,0,NHDES_katerr,0,0,PA-II-SD,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,35,7.00,-77,7196,217,15184,0,43.11861,-71.61618,885,3,0,0,0,100,100,100,41,41,None,89,89,None,980.43,980.43,None,None,None,0.01,3.9,4.2,3.7,3.9,3.9,5.9,6.6,5.1,5.9,5.9,4.7,5.3,4.2,6.0,6.8,5.2,6.0,6.0,16.4,16.8,16.0,10.9,11.0,10.7,131.6,129.5,133.8,1091,1118,1064,293,305,282,43,52,35,1,2,1,0,0,0,0,0,0,4.22,6.62,6.84,4.22,6.62,6.84,3.66,5.1,5.15,3.66,5.1,5.15,1784461,A0IJ036DV9SKCFLE,1784463,71A9CZ5UJ4YGTUQ2,1784462,E3XRJRWK9NZW79YP,1784464,NDDV7IN0FIAG3DCJ,5.9,6.4,7.6,8.4,10.1,8.1,2.2,07-13-2022 09:50:12,5.9,6.4,7.6,8.4,10.1,8.1,2.2,07-13-2022 09:50:12,5.9,6.4,7.6,8.4,10.1,8.1,2.2,07-13-2022 09:50:12
V1.0.11-0.0.27,07-13-2022 09:50:13,07-13-2022 09:49:39,151700,07-11-2022 09:59:26,06-29-2022 08:28:56,07-13-2022 09:48:02,0,0,"12 Noyes Street, Concord, NH",0,0,PA-II-SD,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,35,7.00,-66,2882,271,15184,5,43.19211,-71.54146,286,3,0,0,0,100,100,100,59,59,None,78,78,None,1001.17,1001.17,None,None,None,0.01,4.6,4.4,4.7,4.6,4.6,7.2,6.8,7.6,7.2,7.2,5.3,5.1,5.5,7.4,6.8,7.9,7.4,7.4,18.0,18.3,17.8,11.5,11.6,11.4,123.3,122.1,124.5,1202,1219,1185,338,341,336,48,43,53,2,1,3,0,0,0,0,0,0,4.4,6.85,6.85,4.4,6.85,6.85,4.74,7.56,7.93,4.74,7.56,7.93,1784457,PB81KISBP3EXW7K9,1784459,YZIRVQBCBJ133NTL,1784458,9LG3IVPJL6DTYT6P,1784460,0R1GJAA1UYAHT6R9,7.2,8.0,9.2,10.2,11.0,6.9,1.4,07-13-2022 09:50:13,7.2,8.0,9.2,10.2,11.0,6.9,1.4,07-13-2022 09:50:13,7.2,8.0,9.2,10.2,11.0,6.9,1.4,07-13-2022 09:50:13
V1.0.11-0.0.27,07-13-2022 10:00:53,07-13-2022 10:00:45,151708,07-12-2022 14:18:17,06-29-2022 08:29:43,07-13-2022 10:00:23,0,0,NH1,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+BME680+PMSX003-B+PMSX003-A,35,7.00,-74,2928,273,15072,5,43.192066,-71.54151,288,3,0,0,0,100,100,100,60,61,59,79,79,80,1001.74,1001.43,1002.05,27.1,27.06,0.0,1.4,1.6,1.2,1.4,1.4,4.1,3.8,4.5,4.1,4.1,2.3,2.3,2.2,4.4,3.8,5.0,4.4,4.4,None,None,None,None,None,None,None,None,None,355,375,336,305,298,313,9,11,8,0,0,0,0,0,0,0,0,0,1.6,3.79,3.81,1.6,3.79,3.81,1.24,4.47,5.0,1.24,4.47,5.0,1784473,RECLPTF41NFVAGZS,1784475,F5P8XN29WYFV4N87,1784474,SX1Z89WJKRZTSAKK,1784476,7LDKL9Q9YP56VMU9,4.1,4.4,5.4,6.4,7.8,5.0,1.0,07-13-2022 10:00:53,4.1,4.4,5.4,6.4,7.8,5.0,1.0,07-13-2022 10:00:53,4.1,4.4,5.4,6.4,7.8,5.0,1.0,07-13-2022 10:00:53
V1.0.11-0.0.27,07-13-2022 10:00:54,07-13-2022 10:00:45,143456,05-07-2022 10:46:33,01-25-2022 17:50:55,07-13-2022 09:57:38,0,0,Junder22,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,35,7.00,-81,32569,7577,15840,5,43.08963,-71.50244,619,3,0,0,0,100,100,100,52,52,None,81,81,None,990.81,990.81,None,None,None,0.01,5.3,4.8,5.8,5.3,5.3,7.2,6.7,7.7,7.2,7.2,4.6,4.7,4.6,7.3,6.9,7.7,7.3,7.3,17.0,17.6,16.3,11.1,11.4,10.8,128.5,125.1,131.9,1131,1176,1087,304,298,310,40,41,40,2,2,2,0,0,0,0,0,0,4.83,6.66,6.94,4.83,6.66,6.94,5.75,7.67,7.73,5.75,7.67,7.73,1640321,DUQ1DHALIEN6DQPZ,1640325,6S4L2IFWG5GLNKG5,1640323,SJBIKJUCN4Z46AL6,1640326,GEK1ZZUK8JCHMIDW,7.2,7.2,7.8,8.5,10.2,8.1,5.8,07-13-2022 10:00:54,7.2,7.2,7.8,8.5,10.2,8.1,5.8,07-13-2022 10:00:54,7.2,7.2,7.8,8.5,10.2,8.1,5.8,07-13-2022 10:00:54
V1.0.11-0.0.27,07-13-2022 10:00:54,07-13-2022 10:00:45,151702,07-08-2022 11:10:02,06-29-2022 08:29:07,07-13-2022 09:59:44,0,0,NHDES_katerr,0,0,PA-II-SD,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,35,7.00,-77,7208,220,15184,0,43.11861,-71.61618,885,3,0,0,0,100,100,100,39,39,None,90,90,None,980.49,980.49,None,None,None,0.01,4.0,3.8,4.2,4.0,4.0,5.4,5.6,5.2,5.4,5.4,4.1,4.1,4.2,5.7,6.0,5.5,5.7,5.7,15.8,15.0,16.5,10.6,10.3,10.9,134.9,139.1,130.7,1052,1002,1102,284,279,290,34,36,33,2,3,1,0,0,0,0,0,0,3.78,5.64,6.02,3.78,5.64,6.02,4.24,5.24,5.47,4.24,5.24,5.47,1784461,A0IJ036DV9SKCFLE,1784463,71A9CZ5UJ4YGTUQ2,1784462,E3XRJRWK9NZW79YP,1784464,NDDV7IN0FIAG3DCJ,5.4,6.0,7.2,8.1,10.0,8.1,2.2,07-13-2022 10:00:54,5.4,6.0,7.2,8.1,10.0,8.1,2.2,07-13-2022 10:00:54,5.4,6.0,7.2,8.1,10.0,8.1,2.2,07-13-2022 10:00:54
V1.0.11-0.0.27,07-13-2022 10:00:54,07-13-2022 10:00:45,151700,07-11-2022 09:59:26,06-29-2022 08:28:56,07-13-2022 10:00:02,0,0,"12 Noyes Street, Concord, NH",0,0,PA-II-SD,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,35,7.00,-70,2894,292,15184,5,43.19211,-71.54146,286,3,0,0,0,100,100,100,58,58,None,78,78,None,1001.28,1001.28,None,None,None,0.01,4.8,4.6,5.0,4.8,4.8,6.6,6.1,7.0,6.6,6.6,4.7,4.4,5.1,7.0,6.5,7.6,7.0,7.0,17.1,17.2,16.9,11.1,11.2,11.1,128.0,127.3,128.7,1137,1146,1128,325,326,325,40,34,47,2,2,2,0,0,0,0,0,0,4.58,6.06,6.53,4.58,6.06,6.53,4.98,7.04,7.55,4.98,7.04,7.55,1784457,PB81KISBP3EXW7K9,1784459,YZIRVQBCBJ133NTL,1784458,9LG3IVPJL6DTYT6P,1784460,0R1GJAA1UYAHT6R9,6.6,7.3,8.7,9.8,11.0,6.9,1.4,07-13-2022 10:00:54,6.6,7.3,8.7,9.8,11.0,6.9,1.4,07-13-2022 10:00:54,6.6,7.3,8.7,9.8,11.0,6.9,1.4,07-13-2022 10:00:54
V1.0.11-0.0.27,07-13-2022 10:10:16,07-13-2022 10:09:50,151708,07-12-2022 14:18:17,06-29-2022 08:29:43,07-13-2022 10:08:23,0,0,NH1,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+BME680+PMSX003-B+PMSX003-A,35,7.00,-73,2936,270,15072,5,43.192066,-71.54151,288,3,0,0,0,100,100,100,59,60,58,79,79,80,1001.72,1001.42,1002.02,26.9,26.94,0.0,1.0,0.3,1.7,1.0,1.0,3.4,2.7,4.1,3.4,3.4,2.3,2.2,2.4,3.6,2.8,4.3,3.6,3.6,None,None,None,None,None,None,None,None,None,326,350,302,273,268,278,12,11,14,0,0,0,0,0,0,0,0,0,0.33,2.69,2.85,0.33,2.69,2.85,1.66,4.09,4.34,1.66,4.09,4.34,1784473,RECLPTF41NFVAGZS,1784475,F5P8XN29WYFV4N87,1784474,SX1Z89WJKRZTSAKK,1784476,7LDKL9Q9YP56VMU9,3.4,4.2,5.2,6.2,7.8,5.0,1.0,07-13-2022 10:10:16,3.4,4.2,5.2,6.2,7.8,5.0,1.0,07-13-2022 10:10:16,3.4,4.2,5.2,6.2,7.8,5.0,1.0,07-13-2022 10:10:16
