api_version,time_stamp,data_time_stamp,sensor_index,last_modified,date_created,last_seen,private,is_owner,name,icon,location_type,model,hardware,led_brightness,firmware_version,rssi,uptime,pa_latency,memory,position_rating,latitude,longitude,altitude,channel_state,channel_flags,channel_flags_manual,channel_flags_auto,confidence,confidence_auto,confidence_manual,humidity,humidity_a,humidity_b,temperature,temperature_a,temperature_b,pressure,pressure_a,pressure_b,voc,voc_b,analog_input,pm1.0,pm1.0_a,pm1.0_b,pm1.0_atm,pm1.0_cf_1,pm2.5,pm2.5_a,pm2.5_b,pm2.5_atm,pm2.5_cf_1,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,pm10.0,pm10.0_a,pm10.0_b,pm10.0_atm,pm10.0_cf_1,scattering_coefficient,scattering_coefficient_a,scattering_coefficient_b,deciviews,deciviews_a,deciviews_b,visual_range,visual_range_a,visual_range_b,0.3_um_count,0.3_um_count_a,0.3_um_count_b,0.5_um_count,0.5_um_count_a,0.5_um_count_b,1.0_um_count,1.0_um_count_a,1.0_um_count_b,2.5_um_count,2.5_um_count_a,2.5_um_count_b,5.0_um_count,5.0_um_count_a,5.0_um_count_b,10.0_um_count,10.0_um_count_a,10.0_um_count_b,pm1.0_atm_a,pm2.5_atm_a,pm10.0_atm_a,pm1.0_cf_1_a,pm2.5_cf_1_a,pm10.0_cf_1_a,pm1.0_atm_b,pm2.5_atm_b,pm10.0_atm_b,pm1.0_cf_1_b,pm2.5_cf_1_b,pm10.0_cf_1_b,primary_id_a,primary_key_a,primary_id_b,primary_key_b,secondary_id_a,secondary_key_a,secondary_id_b,secondary_key_b,pm2.5,pm2.5_10minute,pm2.5_30minute,pm2.5_60minute,pm2.5_6hour,pm2.5_24hour,pm2.5_1week,time_stamp,pm2.5,pm2.5_10minute,pm2.5_30minute,pm2.5_60minute,pm2.5_6hour,pm2.5_24hour,pm2.5_1week,time_stamp,pm2.5,pm2.5_10minute,pm2.5_30minute,pm2.5_60minute,pm2.5_6hour,pm2.5_24hour,pm2.5_1week,time_stamp
V1.0.11-0.0.27,07-13-2022 10:10:19,07-13-2022 10:09:50,143456,05-07-2022 10:46:33,01-25-2022 17:50:55,07-13-2022 10:07:48,0,0,Junder22,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,35,7.00,-76,32579,8360,15672,5,43.08963,-71.50244,619,3,0,0,0,100,100,100,51,51,None,83,83,None,990.88,990.88,None,None,None,0.01,5.1,4.5,5.7,5.1,5.1,6.8,6.1,7.4,6.8,6.8,4.5,4.2,4.9,6.8,6.1,7.4,6.8,6.8,16.1,16.7,15.4,10.7,11.0,10.5,133.3,129.9,136.7,1071,1112,1030,298,286,311,39,34,45,1,1,1,0,0,0,0,0,0,4.51,6.09,6.09,4.51,6.09,6.09,5.69,7.43,7.43,5.69,7.43,7.43,1640321,DUQ1DHALIEN6DQPZ,1640325,6S4L2IFWG5GLNKG5,1640323,SJBIKJUCN4Z46AL6,1640326,GEK1ZZUK8JCHMIDW,6.8,6.9,7.6,8.4,10.2,8.1,5.8,07-13-2022 10:10:19,6.8,6.9,7.6,8.4,10.2,8.1,5.8,07-13-2022 10:10:19,6.8,6.9,7.6,8.4,10.2,8.1,5.8,07-13-2022 10:10:19
V1.0.11-0.0.27,07-13-2022 10:10:20,07-13-2022 10:09:50,151702,07-08-2022 11:10:02,06-29-2022 08:29:07,07-13-2022 10:09:44,0,0,NHDES_katerr,0,0,PA-II-SD,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,35,7.00,-78,7218,229,15184,0,43.11861,-71.61618,885,3,0,0,0,100,100,100,36,36,None,89,89,None,980.59,980.59,None,None,None,0.01,4.0,4.1,3.8,4.0,4.0,5.9,6.6,5.2,5.9,5.9,4.3,4.6,4.0,6.0,6.8,5.2,6.0,6.0,16.0,16.0,16.0,10.7,10.7,10.7,133.5,133.5,133.5,1067,1067,1067,280,287,274,39,45,33,2,4,1,0,0,0,0,0,0,4.14,6.55,6.84,4.14,6.55,6.84,3.79,5.19,5.19,3.79,5.19,5.19,1784461,A0IJ036DV9SKCFLE,1784463,71A9CZ5UJ4YGTUQ2,1784462,E3XRJRWK9NZW79YP,1784464,NDDV7IN0FIAG3DCJ,5.9,5.8,7.0,7.9,10.0,8.0,2.2,07-13-2022 10:10:20,5.9,5.8,7.0,7.9,10.0,8.0,2.2,07-13-2022 10:10:20,5.9,5.8,7.0,7.9,10.0,8.0,2.2,07-13-2022 10:10:20
V1.0.11-0.0.27,07-13-2022 10:10:20,07-13-2022 10:09:50,151700,07-11-2022 09:59:26,06-29-2022 08:28:56,07-13-2022 10:08:02,0,0,"12 Noyes Street, Concord, NH",0,0,PA-II-SD,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,35,7.00,-70,2902,298,15184,5,43.19211,-71.54146,286,3,0,0,0,100,100,100,58,58,None,78,78,None,1001.26,1001.26,None,None,None,0.01,4.0,4.1,3.8,4.0,4.0,5.9,5.5,6.3,5.9,5.9,4.8,4.4,5.1,6.0,5.5,6.4,6.0,6.0,16.2,16.4,15.9,10.8,10.9,10.7,132.7,131.5,133.9,1077,1092,1062,302,305,299,43,36,51,1,1,2,0,0,0,0,0,0,4.07,5.52,5.52,4.07,5.52,5.52,3.83,6.28,6.44,3.83,6.28,6.44,1784457,PB81KISBP3EXW7K9,1784459,YZIRVQBCBJ133NTL,1784458,9LG3IVPJL6DTYT6P,1784460,0R1GJAA1UYAHT6R9,5.9,7.0,8.4,9.6,10.9,6.9,1.4,07-13-2022 10:10:20,5.9,7.0,8.4,9.6,10.9,6.9,1.4,07-13-2022 10:10:20,5.9,7.0,8.4,9.6,10.9,6.9,1.4,07-13-2022 10:10:20
V1.0.11-0.0.27,07-13-2022 10:20:12,07-13-2022 10:19:56,151708,07-12-2022 14:18:17,06-29-2022 08:29:43,07-13-2022 10:18:23,0,0,NH1,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+BME680+PMSX003-B+PMSX003-A,35,7.00,-76,2946,284,15072,5,43.192066,-71.54151,288,3,0,0,0,100,100,100,57,58,56,80,79,81,1001.76,1001.44,1002.08,25.4,25.41,0.0,0.2,0.3,0.1,0.2,0.2,2.1,3.2,1.1,2.1,2.1,1.5,1.5,1.4,2.2,3.3,1.1,2.2,2.2,None,None,None,None,None,None,None,None,None,290,324,257,247,260,234,1,0,2,0,0,0,0,0,0,0,0,0,0.33,3.18,3.27,0.33,3.18,3.27,0.09,1.09,1.09,0.09,1.09,1.09,1784473,RECLPTF41NFVAGZS,1784475,F5P8XN29WYFV4N87,1784474,SX1Z89WJKRZTSAKK,1784476,7LDKL9Q9YP56VMU9,2.1,3.6,4.8,6.0,7.7,5.0,1.0,07-13-2022 10:20:12,2.1,3.6,4.8,6.0,7.7,5.0,1.0,07-13-2022 10:20:12,2.1,3.6,4.8,6.0,7.7,5.0,1.0,07-13-2022 10:20:12
V1.0.11-0.0.27,07-13-2022 10:20:12,07-13-2022 10:19:56,143456,05-07-2022 10:46:33,01-25-2022 17:50:55,07-13-2022 10:19:34,0,0,Junder22,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,35,7.00,-77,32591,307,15672,5,43.08963,-71.50244,619,3,0,0,0,100,100,100,52,52,None,82,82,None,990.94,990.94,None,None,None,0.01,5.0,4.5,5.5,5.0,5.0,7.1,6.0,8.1,7.1,7.1,4.5,4.1,4.9,7.2,6.0,8.4,7.2,7.2,15.9,15.4,16.3,10.7,10.5,10.8,134.4,136.7,132.0,1057,1029,1086,283,264,303,41,35,48,1,0,3,0,0,0,0,0,0,4.46,6.0,6.0,4.46,6.0,6.0,5.5,8.13,8.37,5.5,8.13,8.37,1640321,DUQ1DHALIEN6DQPZ,1640325,6S4L2IFWG5GLNKG5,1640323,SJBIKJUCN4Z46AL6,1640326,GEK1ZZUK8JCHMIDW,7.1,6.8,7.5,8.2,10.2,8.1,5.8,07-13-2022 10:20:12,7.1,6.8,7.5,8.2,10.2,8.1,5.8,07-13-2022 10:20:12,7.1,6.8,7.5,8.2,10.2,8.1,5.8,07-13-2022 10:20:12
V1.0.11-0.0.27,07-13-2022 10:20:12,07-13-2022 10:19:56,151702,07-08-2022 11:10:02,06-29-2022 08:29:07,07-13-2022 10:19:44,0,0,NHDES_katerr,0,0,PA-II-SD,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,35,7.00,-77,7228,226,15184,0,43.11861,-71.61618,885,3,0,0,0,100,100,100,38,38,None,90,90,None,980.6,980.6,None,None,None,0.01,3.2,3.8,2.8,3.2,3.2,4.9,5.3,4.4,4.9,4.9,4.1,4.1,4.0,5.4,6.2,4.5,5.4,5.4,15.2,15.9,14.4,10.4,10.7,10.0,138.5,134.1,142.9,1010,1060,961,273,284,263,35,36,35,2,3,1,0,1,0,0,0,0,3.75,5.33,6.24,3.75,5.33,6.24,2.75,4.44,4.54,2.75,4.44,4.54,1784461,A0IJ036DV9SKCFLE,1784463,71A9CZ5UJ4YGTUQ2,1784462,E3XRJRWK9NZW79YP,1784464,NDDV7IN0FIAG3DCJ,4.9,5.6,6.6,7.7,9.9,8.0,2.2,07-13-2022 10:20:12,4.9,5.6,6.6,7.7,9.9,8.0,2.2,07-13-2022 10:20:12,4.9,5.6,6.6,7.7,9.9,8.0,2.2,07-13-2022 10:20:12
V1.0.11-0.0.27,07-13-2022 10:20:13,07-13-2022 10:19:56,151700,07-11-2022 09:59:26,06-29-2022 08:28:56,07-13-2022 10:18:02,0,0,"12 Noyes Street, Concord, NH",0,0,PA-II-SD,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,35,7.00,-68,2912,372,15184,5,43.19211,-71.54146,286,3,0,0,0,100,100,100,56,56,None,78,78,None,1001.32,1001.32,None,None,None,0.01,3.7,4.0,3.4,3.7,3.7,5.7,5.8,5.7,5.7,5.7,4.4,4.1,4.6,5.8,5.8,5.8,5.8,5.8,15.1,15.6,14.5,10.3,10.6,10.1,139.0,135.6,142.4,1004,1042,966,281,288,274,40,35,45,2,2,2,0,0,0,0,0,0,3.95,5.8,5.8,3.95,5.8,5.8,3.39,5.66,5.82,3.39,5.66,5.82,1784457,PB81KISBP3EXW7K9,1784459,YZIRVQBCBJ133NTL,1784458,9LG3IVPJL6DTYT6P,1784460,0R1GJAA1UYAHT6R9,5.7,6.6,8.0,9.3,10.8,6.9,1.4,07-13-2022 10:20:13,5.7,6.6,8.0,9.3,10.8,6.9,1.4,07-13-2022 10:20:13,5.7,6.6,8.0,9.3,10.8,6.9,1.4,07-13-2022 10:20:13
V1.0.11-0.0.27,07-13-2022 10:30:12,07-13-2022 10:30:01,151708,07-12-2022 14:18:17,06-29-2022 08:29:43,07-13-2022 10:28:24,0,0,NH1,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+BME680+PMSX003-B+PMSX003-A,35,7.00,-74,2956,691,15072,5,43.192066,-71.54151,288,3,0,0,0,100,100,100,56,57,55,80,80,81,1001.76,1001.45,1002.07,28.1,28.14,0.0,0.3,0.5,0.0,0.3,0.3,2.5,2.9,2.1,2.5,2.5,1.4,1.4,1.4,2.6,3.1,2.1,2.6,2.6,None,None,None,None,None,None,None,None,None,282,298,267,243,237,249,0,1,0,0,0,0,0,0,0,0,0,0,0.51,2.89,3.07,0.51,2.89,3.07,0.04,2.11,2.13,0.04,2.11,2.13,1784473,RECLPTF41NFVAGZS,1784475,F5P8XN29WYFV4N87,1784474,SX1Z89WJKRZTSAKK,1784476,7LDKL9Q9YP56VMU9,2.5,3.0,4.4,5.6,7.6,5.0,1.0,07-13-2022 10:30:12,2.5,3.0,4.4,5.6,7.6,5.0,1.0,07-13-2022 10:30:12,2.5,3.0,4.4,5.6,7.6,5.0,1.0,07-13-2022 10:30:12
V1.0.11-0.0.27,07-13-2022 10:30:12,07-13-2022 10:30:01,143456,05-07-2022 10:46:33,01-25-2022 17:50:55,07-13-2022 10:29:35,0,0,Junder22,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,35,7.00,-77,32601,7927,15672,5,43.08963,-71.50244,619,3,0,0,0,100,100,100,50,50,None,82,82,None,991.05,991.05,None,None,None,0.01,4.2,4.2,4.3,4.2,4.2,5.7,5.4,5.9,5.7,5.7,3.7,3.7,3.6,5.8,5.4,6.1,5.8,5.8,13.5,13.0,14.1,9.6,9.4,9.9,148.8,152.6,145.0,901,864,939,247,234,260,31,33,29,0,0,1,0,0,0,0,0,0,4.22,5.44,5.44,4.22,5.44,5.44,4.27,5.9,6.13,4.27,5.9,6.13,1640321,DUQ1DHALIEN6DQPZ,1640325,6S4L2IFWG5GLNKG5,1640323,SJBIKJUCN4Z46AL6,1640326,GEK1ZZUK8JCHMIDW,5.7,6.5,7.3,8.1,10.1,8.1,5.8,07-13-2022 10:30:12,5.7,6.5,7.3,8.1,10.1,8.1,5.8,07-13-2022 10:30:12,5.7,6.5,7.3,8.1,10.1,8.1,5.8,07-13-2022 10:30:12
V1.0.11-0.0.27,07-13-2022 10:30:13,07-13-2022 10:30:01,151702,07-08-2022 11:10:02,06-29-2022 08:29:07,07-13-2022 10:29:44,0,0,NHDES_katerr,0,0,PA-II-SD,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,35,7.00,-76,7238,221,15184,0,43.11861,-71.61618,885,3,0,0,0,100,100,100,36,36,None,91,91,None,980.6,980.6,None,None,None,0.01,2.5,2.5,2.4,2.5,2.5,4.0,4.2,3.8,4.0,4.0,3.5,3.6,3.4,4.3,4.7,3.9,4.3,4.3,12.7,12.8,12.6,9.2,9.3,9.2,154.8,153.9,155.6,844,852,837,228,227,229,30,33,28,1,2,0,0,1,0,0,0,0,2.5,4.2,4.7,2.5,4.2,4.7,2.45,3.78,3.9,2.45,3.78,3.9,1784461,A0IJ036DV9SKCFLE,1784463,71A9CZ5UJ4YGTUQ2,1784462,E3XRJRWK9NZW79YP,1784464,NDDV7IN0FIAG3DCJ,4.0,5.2,6.3,7.4,9.8,8.0,2.2,07-13-2022 10:30:13,4.0,5.2,6.3,7.4,9.8,8.0,2.2,07-13-2022 10:30:13,4.0,5.2,6.3,7.4,9.8,8.0,2.2,07-13-2022 10:30:13
V1.0.11-0.0.27,07-13-2022 10:30:13,07-13-2022 10:30:01,151700,07-11-2022 09:59:26,06-29-2022 08:28:56,07-13-2022 10:28:02,0,0,"12 Noyes Street, Concord, NH",0,0,PA-II-SD,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,35,7.00,-68,2922,305,15184,5,43.19211,-71.54146,286,3,0,0,0,100,100,100,55,55,None,79,79,None,1001.3,1001.3,None,None,None,0.01,3.1,3.2,3.0,3.1,3.1,4.8,4.8,4.7,4.8,4.8,4.0,4.1,4.0,4.9,4.8,5.0,4.9,4.9,14.3,14.7,13.9,10.0,10.2,9.8,143.6,141.1,146.1,953,980,927,265,271,259,35,35,36,1,1,1,0,0,0,0,0,0,3.25,4.8,4.8,3.25,4.8,4.8,3.02,4.7,5.02,3.02,4.7,5.02,1784457,PB81KISBP3EXW7K9,1784459,YZIRVQBCBJ133NTL,1784458,9LG3IVPJL6DTYT6P,1784460,0R1GJAA1UYAHT6R9,4.8,6.0,7.6,9.0,10.8,6.9,1.4,07-13-2022 10:30:13,4.8,6.0,7.6,9.0,10.8,6.9,1.4,07-13-2022 10:30:13,4.8,6.0,7.6,9.0,10.8,6.9,1.4,07-13-2022 10:30:13
V1.0.11-0.0.27,07-13-2022 10:40:12,07-13-2022 10:40:08,151708,07-12-2022 14:18:17,06-29-2022 08:29:43,07-13-2022 10:38:24,0,0,NH1,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+BME680+PMSX003-B+PMSX003-A,35,7.00,-76,2966,303,15072,5,43.192066,-71.54151,288,3,0,0,0,100,100,100,55,56,54,81,80,82,1001.82,1001.49,1002.15,26.4,26.37,0.0,0.3,0.5,0.2,0.3,0.3,2.0,2.4,1.6,2.0,2.0,1.3,1.3,1.3,2.1,2.6,1.6,2.1,2.1,None,None,None,None,None,None,None,None,None,262,282,243,223,222,224,0,0,0,0,0,0,0,0,0,0,0,0,0.47,2.4,2.62,0.47,2.4,2.62,0.2,1.58,1.58,0.2,1.58,1.58,1784473,RECLPTF41NFVAGZS,1784475,F5P8XN29WYFV4N87,1784474,SX1Z89WJKRZTSAKK,1784476,7LDKL9Q9YP56VMU9,2.0,2.6,4.0,5.4,7.6,5.0,1.0,07-13-2022 10:40:12,2.0,2.6,4.0,5.4,7.6,5.0,1.0,07-13-2022 10:40:12,2.0,2.6,4.0,5.4,7.6,5.0,1.0,07-13-2022 10:40:12
V1.0.11-0.0.27,07-13-2022 10:40:12,07-13-2022 10:40:08,143456,05-07-2022 10:46:33,01-25-2022 17:50:55,07-13-2022 10:39:35,0,0,Junder22,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,35,7.00,-76,32611,8578,15672,5,43.08963,-71.50244,619,3,0,0,0,100,100,100,51,51,None,82,82,None,991.13,991.13,None,None,None,0.01,3.9,3.4,4.4,3.9,3.9,5.1,4.6,5.6,5.1,5.1,3.3,3.2,3.5,5.3,4.9,5.8,5.3,5.3,12.8,12.4,13.2,9.3,9.1,9.5,153.9,156.7,151.0,853,827,879,232,219,245,27,28,27,1,2,0,0,0,0,0,0,0,3.37,4.6,4.88,3.37,4.6,4.88,4.4,5.58,5.81,4.4,5.58,5.81,1640321,DUQ1DHALIEN6DQPZ,1640325,6S4L2IFWG5GLNKG5,1640323,SJBIKJUCN4Z46AL6,1640326,GEK1ZZUK8JCHMIDW,5.1,6.0,7.0,7.8,10.0,8.1,5.8,07-13-2022 10:40:12,5.1,6.0,7.0,7.8,10.0,8.1,5.8,07-13-2022 10:40:12,5.1,6.0,7.0,7.8,10.0,8.1,5.8,07-13-2022 10:40:12
V1.0.11-0.0.27,07-13-2022 10:40:12,07-13-2022 10:40:08,151702,07-08-2022 11:10:02,06-29-2022 08:29:07,07-13-2022 10:39:44,0,0,NHDES_katerr,0,0,PA-II-SD,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,35,7.00,-76,7248,224,15184,0,43.11861,-71.61618,885,3,0,0,0,100,100,100,34,34,None,92,92,None,980.7,980.7,None,None,None,0.01,3.1,3.0,3.3,3.1,3.1,4.8,4.9,4.8,4.8,4.8,4.1,4.1,4.1,4.9,4.9,4.9,4.9,4.9,13.6,13.1,14.1,9.7,9.5,9.9,148.2,151.6,144.8,907,874,941,248,243,254,38,40,37,1,1,1,0,0,0,0,0,0,2.98,4.86,4.86,2.98,4.86,4.86,3.29,4.75,4.89,3.29,4.75,4.89,1784461,A0IJ036DV9SKCFLE,1784463,71A9CZ5UJ4YGTUQ2,1784462,E3XRJRWK9NZW79YP,1784464,NDDV7IN0FIAG3DCJ,4.8,4.8,6.1,7.2,9.8,8.0,2.2,07-13-2022 10:40:12,4.8,4.8,6.1,7.2,9.8,8.0,2.2,07-13-2022 10:40:12,4.8,4.8,6.1,7.2,9.8,8.0,2.2,07-13-2022 10:40:12
V1.0.11-0.0.27,07-13-2022 10:40:13,07-13-2022 10:40:08,151700,07-11-2022 09:59:26,06-29-2022 08:28:56,07-13-2022 10:40:02,0,0,"12 Noyes Street, Concord, NH",0,0,PA-II-SD,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,35,7.00,-68,2934,280,15184,5,43.19211,-71.54146,286,3,0,0,0,100,100,100,53,53,None,79,79,None,1001.39,1001.39,None,None,None,0.01,2.6,3.0,2.2,2.6,2.6,4.3,4.8,3.9,4.3,4.3,3.7,3.7,3.7,4.6,5.0,4.2,4.6,4.6,12.4,13.2,11.7,9.1,9.5,8.8,156.6,150.7,162.5,830,882,778,228,245,212,34,33,36,1,1,1,0,0,0,0,0,0,3.05,4.78,4.95,3.05,4.78,4.95,2.23,3.89,4.19,2.23,3.89,4.19,1784457,PB81KISBP3EXW7K9,1784459,YZIRVQBCBJ133NTL,1784458,9LG3IVPJL6DTYT6P,1784460,0R1GJAA1UYAHT6R9,4.3,5.4,7.1,8.6,10.6,6.9,1.4,07-13-2022 10:40:13,4.3,5.4,7.1,8.6,10.6,6.9,1.4,07-13-2022 10:40:13,4.3,5.4,7.1,8.6,10.6,6.9,1.4,07-13-2022 10:40:13
V1.0.11-0.0.27,07-13-2022 10:50:12,07-13-2022 10:49:13,151708,07-12-2022 14:18:17,06-29-2022 08:29:43,07-13-2022 10:48:24,0,0,NH1,0,0,PA-II-SD,2.0+OPENLOG+31037 MB+DS3231+BME280+BME680+PMSX003-B+PMSX003-A,35,7.00,-73,2976,317,15072,5,43.192066,-71.54151,288,3,0,0,0,100,100,100,52,53,52,81,81,82,1001.98,1001.68,1002.27,26.1,26.11,0.0,0.1,0.1,0.0,0.1,0.1,1.2,1.7,0.8,1.2,1.2,1.3,1.6,1.1,1.6,2.1,1.2,1.6,1.6,None,None,None,None,None,None,None,None,None,238,264,213,202,212,193,3,6,0,0,0,0,0,0,0,0,0,0,0.11,1.67,2.07,0.11,1.67,2.07,0.0,0.8,1.17,0.0,0.8,1.17,1784473,RECLPTF41NFVAGZS,1784475,F5P8XN29WYFV4N87,1784474,SX1Z89WJKRZTSAKK,1784476,7LDKL9Q9YP56VMU9,1.2,2.0,3.6,5.0,7.5,5.0,1.0,07-13-2022 10:50:12,1.2,2.0,3.6,5.0,7.5,5.0,1.0,07-13-2022 10:50:12,1.2,2.0,3.6,5.0,7.5,5.0,1.0,07-13-2022 10:50:12
V1.0.11-0.0.27,07-13-2022 10:50:12,07-13-2022 10:49:13,143456,05-07-2022 10:46:33,01-25-2022 17:50:55,07-13-2022 10:47:35,0,0,Junder22,0,0,PA-II,2.0+BME280+PMSX003-B+PMSX003-A,35,7.00,-76,32619,1308,15672,5,43.08963,-71.50244,619,3,0,0,0,100,100,100,49,49,None,82,82,None,991.28,991.28,None,None,None,0.01,3.5,3.4,3.6,3.5,3.5,4.7,4.5,4.9,4.7,4.7,3.4,3.1,3.7,4.8,4.6,4.9,4.8,4.8,11.9,12.0,11.8,8.9,8.9,8.8,160.6,159.7,161.5,793,801,786,218,208,228,30,26,34,0,1,0,0,0,0,0,0,0,3.4,4.5,4.62,3.4,4.5,4.62,3.62,4.91,4.91,3.62,4.91,4.91,1640321,DUQ1DHALIEN6DQPZ,1640325,6S4L2IFWG5GLNKG5,1640323,SJBIKJUCN4Z46AL6,1640326,GEK1ZZUK8JCHMIDW,4.7,5.6,6.7,7.6,10.0,8.1,5.8,07-13-2022 10:50:12,4.7,5.6,6.7,7.6,10.0,8.1,5.8,07-13-2022 10:50:12,4.7,5.6,6.7,7.6,10.0,8.1,5.8,07-13-2022 10:50:12
V1.0.11-0.0.27,07-13-2022 10:50:12,07-13-2022 10:49:13,151702,07-08-2022 11:10:02,06-29-2022 08:29:07,07-13-2022 10:47:44,0,0,NHDES_katerr,0,0,PA-II-SD,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,35,7.00,-78,7256,220,15184,0,43.11861,-71.61618,885,3,0,0,0,100,100,100,35,35,None,93,93,None,980.89,980.89,None,None,None,0.01,2.3,1.8,2.9,2.3,2.3,3.7,3.6,3.9,3.7,3.7,3.8,3.8,3.7,3.8,3.8,3.9,3.8,3.8,13.4,12.9,13.8,9.6,9.4,9.8,149.8,153.1,146.5,891,860,923,239,233,246,34,37,32,1,2,1,0,0,0,0,0,0,1.75,3.61,3.78,1.75,3.61,3.78,2.86,3.88,3.88,2.86,3.88,3.88,1784461,A0IJ036DV9SKCFLE,1784463,71A9CZ5UJ4YGTUQ2,1784462,E3XRJRWK9NZW79YP,1784464,NDDV7IN0FIAG3DCJ,3.7,4.5,5.8,6.9,9.7,8.0,2.2,07-13-2022 10:50:12,3.7,4.5,5.8,6.9,9.7,8.0,2.2,07-13-2022 10:50:12,3.7,4.5,5.8,6.9,9.7,8.0,2.2,07-13-2022 10:50:12
V1.0.11-0.0.27,07-13-2022 10:50:13,07-13-2022 10:49:13,151700,07-11-2022 09:59:26,06-29-2022 08:28:56,07-13-2022 10:48:02,0,0,"12 Noyes Street, Concord, NH",0,0,PA-II-SD,2.0+OPENLOG+15476 MB+DS3231+BME280+PMSX003-B+PMSX003-A,35,7.00,-70,2942,288,15184,5,43.19211,-71.54146,286,3,0,0,0,100,100,100,51,51,None,79,79,None,1001.53,1001.53,None,None,None,0.01,3.1,3.5,2.7,3.1,3.1,4.7,4.6,4.8,4.7,4.7,3.7,3.4,4.0,5.1,5.4,4.8,5.1,5.1,13.3,13.8,12.8,9.5,9.8,9.3,150.4,146.9,153.8,886,919,853,251,259,243,33,28,39,2,3,2,0,0,0,0,0,0,3.54,4.63,5.44,3.54,4.63,5.44,2.74,4.83,4.83,2.74,4.83,4.83,1784457,PB81KISBP3EXW7K9,1784459,YZIRVQBCBJ133NTL,1784458,9LG3IVPJL6DTYT6P,1784460,0R1GJAA1UYAHT6R9,4.7,5.1,6.8,8.4,10.6,6.9,1.4,07-13-2022 10:50:13,4.7,5.1,6.8,8.4,10.6,6.9,1.4,07-13-2022 10:50:13,4.7,5.1,6.8,8.4,10.6,6.9,1.4,07-13-2022 10:50:13
